"都道府県名","市区町村名","イベント名","開始日","終了日","説明","場所名称","住所","緯度","経度","アクセス方法","URL","備考"
"東京都","台東区","特別展「永遠の都―世界遺産ローマ展」","2023-09-16","2023-12-10","栄えある歴史と比類なき文化を誇る永遠の都ローマ。古代ローマ帝国の遺構群フォロ・ロマーノを見下ろす丘に建つカピトリーノ美術館の所蔵品を中心に、建国から古代の栄光、教皇たちの時代から近代まで、「永遠の都」と称される世界遺産ローマの2000年の歴史と芸術を、約70点の作品により紹介します。","東京都美術館","台東区上野公園8-36","35.71739","139.7729226","JR線・東京メトロ銀座線・日比谷線・京成電鉄","https://www.tobikan.jp/",""
"東京都","台東区","上野アーティストプロジェクト2023","2023-11-16","2024-01-08","公募団体展とともに歩み続けてきた東京都美術館の歴史と伝統を踏まえ、毎年魅力的な企画テーマを設定し、公募団体などで活躍している作家を紹介する「上野アーティストプロジェクト」の第7弾。今回は、自然界のさまざまな生きものの中から、菌類、植物、動物（鳥、馬、牛、ゴリラ）など、ひとつのテーマを追求し、その姿を「うつす」ことに取り組んできた作り手たちに注目します。","東京都美術館","台東区上野公園8-36","35.71739","139.7729226","JR線・東京メトロ銀座線・日比谷線・京成電鉄","https://www.tobikan.jp/",""
"東京都","台東区","コレクション展","2023-11-16","2024-01-08","同時開催の上野アーティストプロジェクトにあわせ、「動物園」をテーマに、都立美術館、博物館の作品を活用した展覧会を実施し、上野を訪れる美術愛好者に東京都のコレクションを積極的に紹介します。","東京都美術館","台東区上野公園8-36","35.71739","139.7729226","JR線・東京メトロ銀座線・日比谷線・京成電鉄","https://www.tobikan.jp/",""
"東京都","台東区","特別展「ウスター美術館展」","2024-01-27","2024-04-07","ウスター美術館(アメリカ)のコレクションを中心に、印象派の国際的な広がりを紹介する展覧会。バルビゾン派など印象派誕生前夜から、モネやルノワールなどのフランス印象派、さらにアメリカをはじめとするフランス国外の状況まで、印象派の受容と展開をたどります。ほとんどが日本初公開で、アメリカ印象派の知られざる魅力を堪能いただく貴重な機会となります。","東京都美術館","台東区上野公園8-36","35.71739","139.7729226","JR線・東京メトロ銀座線・日比谷線・京成電鉄","https://www.tobikan.jp/",""
"東京都","台東区","東京都美術館×東京藝術大学
「とびらプロジェクト」","","","美術館を拠点にアートを介してコミュニティを育むソーシャルデザインプロジェクト「とびらプロジェクト」。毎年広く一般から募集するアート・コミュニケータ「とびラー」と、学芸員や大学の教員、そして第一線で活躍中の専門家がともに美術館を拠点に、芸術や文化資源を活かしながら、人と作品、人と人、人と場所をつなぐ活動を展開しています。年間を通して、一般の方が参加できるプログラムを実施し、2月頃にはフォーラムも開催しています。","東京都美術館","台東区上野公園8-36","35.71739","139.7729226","JR線・東京メトロ銀座線・日比谷線・京成電鉄","https://www.tobikan.jp/",""
"東京都","台東区","建築ツアー","","","展覧会だけではなく、美術館の建物そのものも楽しんでほしい！そんな思いから始まったツアーです。東京都美術館のアート・コミュニケータ（とびラー）の案内で、館内外を散策し、建築の魅力に迫ります。ガイド個々人のオリジナリティが発揮され、それぞれ独自のツアーを展開中です。各回のツアー日時・内容は、美術館の公式ウェブサイトにて随時お知らせします。（要事前申込）","東京都美術館","台東区上野公園8-36","35.71739","139.7729226","JR線・東京メトロ銀座線・日比谷線・京成電鉄","https://www.tobikan.jp/",""
"東京都","台東区","障害のある方のための
特別鑑賞会","","","障害のある方がゆったりと安心・安全に特別展を鑑賞できるよう、休室日に特別鑑賞会を開催しています。事前申込制で特別展ごとに1回開催し、東京都美術館のアート・コミュニケータ（とびラー）が当日のサポートをします。（要事前申込）","東京都美術館","台東区上野公園8-36","35.71739","139.7729226","JR線・東京メトロ銀座線・日比谷線・京成電鉄","https://www.tobikan.jp/",""
"東京都","台東区","Museum Start あいうえの","","","Museum Start あいうえのは上野公園に集まる9つの文化施設が連携し、子供と大人が学びあえる環境を創造する「ラーニング・デザイン・プロジェクト」です。ファミリー&ティーンズ・プログラム、学校プログラム、ダイバーシティ・プログラムを年間を通して開催し、ミュージアムが持つ豊かな文化資源を使った主体的な学びの場を継続的に支援していきます。（要事前申込）","東京都美術館","台東区上野公園8-36","35.71739","139.7729226","JR線・東京メトロ銀座線・日比谷線・京成電鉄","https://www.tobikan.jp/",""
"東京都","台東区","Creative Ageing ずっとび","","","誰もがクリエイティブに歳を重ねられる社会を目指し、シニア世代の方々を対象にした参加型の鑑賞や異世代交流の機会、認知症のある方を対象にしたプログラムなどを企画しています。","東京都美術館","台東区上野公園8-36","35.71739","139.7729226","JR線・東京メトロ銀座線・日比谷線・京成電鉄","https://www.tobikan.jp/",""
"東京都","台東区","上野 de クラシック","","","東京音楽コンクールの入賞者の支援を目的に開催するコンサートです。ソロやアンサンブルなどさまざまな形態の演奏をお届けします。平日の午前中を中心に、午後や夜にも開催予定です。

　会場：小ホール","東京文化会館","台東区上野公園5-45","35.71443","139.7756714","JR線・東京メトロ銀座線・日比谷線・京成電鉄","https://www.t-bunka.jp/",""
"東京都","台東区","創遊・楽落らいぶ
－音楽家と落語家の
コラボレーション－","","","ミニ・コンサートと、落語と音楽のコラボレーションの2本立ての公演です。スペシャル版の夜公演は、外国人も楽しめるイラスト＆英語字幕付きで開催予定です。

　会場：小ホール","東京文化会館","台東区上野公園5-45","35.71443","139.7756714","JR線・東京メトロ銀座線・日比谷線・京成電鉄","https://www.t-bunka.jp/",""
"東京都","台東区","《響の森》コンサート","2023-05-01","2024-01-03","国内外で活躍する指揮者・ソリストを迎え、オーケストラによるコンサートを手頃な料金で鑑賞いただき、クラシック音楽の魅力をお伝えします。

  指揮：広上淳一（5月1日）
　出演：小林海都（ピアノ）（5月1日）
　管弦楽：東京都交響楽団
　
　会場：大ホール","東京文化会館","台東区上野公園5-45","35.71443","139.7756714","JR線・東京メトロ銀座線・日比谷線・京成電鉄","https://www.t-bunka.jp/",""
"東京都","台東区","夏休み子ども音楽会2023
《上野の森文化探検》","2023-07-23","2023-07-23","指揮者の解説を交えた、フルオーケストラによるファミリー向けのクラシックコンサートです。上野地域の美術館、博物館などに無料や割引料金で入場できる特典付きです。

　指揮とお話：大友直人
　管弦楽：東京都交響楽団

　会場：大ホール","東京文化会館","台東区上野公園5-45","35.71443","139.7756714","JR線・東京メトロ銀座線・日比谷線・京成電鉄","https://www.t-bunka.jp/",""
"東京都","台東区","第21回
東京音楽コンクール","","","新人若手音楽家の発掘を目的としたコンクールです。2023年度は、ピアノ、弦楽、木管の3部門を対象に開催します。
本選ではオーケストラ伴奏による演奏審査を行い、各部門の第1位から第3位の入賞者などを選出し、表彰式を行います。

　第2次予選（公開審査）　会場：小ホール
　8月19日：木管部門、20日：ピアノ部門、21日：弦楽部門

　本選（公開審査）　会場：大ホール
　8月25日：木管部門、27日：ピアノ部門、29日：弦楽部門","東京文化会館","台東区上野公園5-45","35.71443","139.7756714","JR線・東京メトロ銀座線・日比谷線・京成電鉄","https://www.t-bunka.jp/",""
"東京都","台東区","東京文化会館オペラBOX
『Help! Help! グロボリンクスだ！?エイリアン襲来!!?』","2023-09-24","2023-09-24","小ホールの特性を活かした特色あるオペラ公演を、上野中央通り商店会との共催で、東京音楽コンクール入賞者を起用して開催します。今回は、2017年に上演したメノッティのオペラを、ワークショップ参加の子供たちとともに再演します。
　
　指揮：柴田真郁
　演出：岩田達宗

　会場：小ホール","東京文化会館","台東区上野公園5-45","35.71443","139.7756714","JR線・東京メトロ銀座線・日比谷線・京成電鉄","https://www.t-bunka.jp/",""
"東京都","台東区","舞台芸術創造事業
「曾根崎心中」","2023-12-16","2023-12-16","実験的、前衛的な舞台芸術作品を多彩なコラボレーションにより創造・発信する舞台芸術創造事業。これまで東京文化会館とは海外作品に取り組んできた人形劇俳優の平常が、日本古典の名作「曾根崎心中」で新境地を開きます。

　脚本・演出・人形操演：平 常（たいらじょう）
　選曲：宮田 大
　演奏：田原綾子（ヴィオラ）
　        大田智美（アコーディオン）　
　
　会場：小ホール　","東京文化会館","台東区上野公園5-45","35.71443","139.7756714","JR線・東京メトロ銀座線・日比谷線・京成電鉄","https://www.t-bunka.jp/",""
"東京都","台東区","第21回
東京音楽コンクール
優勝者＆最高位入賞者コンサート","2024-01-08","2024-01-08","第21回東京音楽コンクール各部門優勝者・最高位入賞者の披露演奏会です。各演奏後の司会者によるインタビューを通し、ソリストの人柄も紹介します。

　ソリスト：ピアノ部門、弦楽部門、木管部門の各優勝者又は最高位入賞者
　管弦楽：新日本フィルハーモニー交響楽団
　
　会場：大ホール","東京文化会館","台東区上野公園5-45","35.71443","139.7756714","JR線・東京メトロ銀座線・日比谷線・京成電鉄","https://www.t-bunka.jp/",""
"東京都","台東区","舞台芸術創造事業
カイヤ・サーリアホ生誕70周年記念","2024-01-13","2024-01-13","70歳を迎えさらに人気の高まるフィンランド出身の作曲家サーリアホが自ら選出した新進気鋭の作曲家の新作などを取り上げる前半に続き、後半は日本を代表するダンサー森山開次と、欧州で頭角を現す若手作曲家のコラボレーションをお届けします。

　作曲：カイヤ・サーリアホ
　        ジョセフィーヌ・シュテファンソン　ほか
　振付・ダンス：森山開次
　
　会場：小ホール","東京文化会館","台東区上野公園5-45","35.71443","139.7756714","JR線・東京メトロ銀座線・日比谷線・京成電鉄","https://www.t-bunka.jp/",""
"東京都","台東区","東京文化会館
公開リハーサル","","","通常は非公開の「音楽創り」を進めていく過程を無料公開します。新たな公演の魅力や楽しみ方を発見できる事業です。

　会場：大ホール","東京文化会館","台東区上野公園5-45","35.71443","139.7756714","JR線・東京メトロ銀座線・日比谷線・京成電鉄","https://www.t-bunka.jp/",""
"東京都","台東区","東京文化会館
バックステージツアー","","","普段見ることのできない舞台裏などの見学を通して、東京文化会館の歴史と事業を多くの方々に知っていただき、親しみを深めていただく機会を提供します。＜舞台編＞と＜建築編＞を開催します。

　ツアー内容：大ホール舞台装置や出演者が残したサインの見学、照明の操作体験など
　
　会場：大ホール","東京文化会館","台東区上野公園5-45","35.71443","139.7756714","JR線・東京メトロ銀座線・日比谷線・京成電鉄","https://www.t-bunka.jp/",""
"東京都","台東区","ティータイムコンサート","","","昼下がりのひと時、大ホールのホワイエで行う無料のコンサートです。
　
　出演者：東京都交響楽団員
　
　会場：大ホール ホワイエ","東京文化会館","台東区上野公園5-45","35.71443","139.7756714","JR線・東京メトロ銀座線・日比谷線・京成電鉄","https://www.t-bunka.jp/",""
"東京都","台東区","東京音楽コンクール
入賞者支援リサイタル","","","東京音楽コンクールの入賞者の支援を目的に、入賞者と東京文化会館との共催によるリサイタルを開催します。

　会場：小ホール","東京文化会館","台東区上野公園5-45","35.71443","139.7756714","JR線・東京メトロ銀座線・日比谷線・京成電鉄","https://www.t-bunka.jp/",""
"東京都","台東区","貸館連携事業","","","次世代を担う子供たちや高齢者などを対象とし、貸館利用者との連携により、オペラやバレエ公演と連動したワークショップや公開リハーサル、バックステージツアーなどを行います。

　会場：大ホール ほか","東京文化会館","台東区上野公園5-45","35.71443","139.7756714","JR線・東京メトロ銀座線・日比谷線・京成電鉄","https://www.t-bunka.jp/",""
"東京都","台東区","国内外連携事業","","","国内外の文化施設と連携し、若手アーティストの活躍の場の提供などを行います。

　会場：軽井沢大賀ホール ほか","東京文化会館","台東区上野公園5-45","35.71443","139.7756714","JR線・東京メトロ銀座線・日比谷線・京成電鉄","https://www.t-bunka.jp/",""
"東京都","台東区","フレッシュ名曲コンサート","","","都内の区市町村及び区市町村が指定する団体との共催によりオーケストラや室内楽のコンサートを実施します。次代を担う新進気鋭の音楽家が毎年活躍しています。

　会場：都内各ホール","東京文化会館","台東区上野公園5-45","35.71443","139.7756714","JR線・東京メトロ銀座線・日比谷線・京成電鉄","https://www.t-bunka.jp/",""
"東京都","台東区","新進音楽家国際キャリアアップ支援","","","東京音楽コンクール入賞者を起用し、新進音楽家に海外での演奏機会を提供するとともに、海外からも若手アーティストを招聘して公演を行い、交流・研鑽する機会を創出することでキャリアアップの道筋をつくります。

　会場：小ホール","東京文化会館","台東区上野公園5-45","35.71443","139.7756714","JR線・東京メトロ銀座線・日比谷線・京成電鉄","https://www.t-bunka.jp/",""
"東京都","台東区","Music Program TOKYO
Enjoy Concerts!","","","東京の音楽文化の活性化・創造力の向上を目指し、「創造性」と「参加性」を柱とした事業として、多彩なコンサートを実施します。

・シアター・デビュー・プログラム
・プラチナ・シリーズ
・シャイニング・シリーズ
・3歳からの楽しいクラシック
・まちなかコンサート","東京文化会館","台東区上野公園5-45","35.71443","139.7756714","JR線・東京メトロ銀座線・日比谷線・京成電鉄","https://www.t-bunka.jp/",""
"東京都","台東区","Music Program TOKYO
Workshop Workshop!","","","ポルトガルの音楽施設「カーザ・ダ・ムジカ」をはじめとした、国内外のさまざまな機関と連携し、多様なワークショップを開催するほか、ワークショップ・リーダーの育成プログラムを実施します。また、社会的弱者などを対象としたプログラムを充実させ、地域文化施設と連携し、若手アーティストによる地域活性化を目指す事業に取り組みます。

・国際連携企画
・東京ネットワーク計画
・コンビビアル・プロジェクト","東京文化会館","台東区上野公園5-45","35.71443","139.7756714","JR線・東京メトロ銀座線・日比谷線・京成電鉄","https://www.t-bunka.jp/",""
"東京都","台東区","Music Program TOKYO
Music Education Program","","","次世代を担う子供たちを中心に、幅広い層に向けて企画された、「創造性」と「参加性」を重視した音楽教育プログラムを通年で実施します。

・Talk & Lesson　　　 
・オペラをつくろう！
・アウトリーチ・コンサート
・アウトリーチ・ワークショップ","東京文化会館","台東区上野公園5-45","35.71443","139.7756714","JR線・東京メトロ銀座線・日比谷線・京成電鉄","https://www.t-bunka.jp/",""
"東京都","豊島区","ボンクリ･フェス2023
Born Creative Festival 2023","2023-07-07","2023-07-08","世界的作曲家の藤倉大をアーティスティック･ディレクターに迎え、｢新しい音に出会うフェスティバル｣を開催。メイン･コンサートに加え、無料コンサートやワークショップ、レクチャーなどを展開します。2017年度に初開催し好評を得てきた企画の第7回目です。

　会場：コンサートホール ほか","東京芸術劇場","東京都豊島区西池袋1-8-1","35.73007","139.7080697","JR線・東京メトロ・東武東上線","https://www.geigeki.jp/",""
"東京都","豊島区","NEO-SYMPHONIC
JAZZ at 芸劇","2023-08-25","2023-08-25","自作アルバムのグラミー賞ノミネートなど、世界的に注目を浴びるジャズ作曲・編曲家の挾間美帆のプログラミングによるシンフォニック・ジャズ・コンサートを開催。

  出演：挾間美帆、東京フィルハーモニー交響楽団(管弦楽) ほか
　会場：コンサートホール
　","東京芸術劇場","東京都豊島区西池袋1-8-1","35.73007","139.7080697","JR線・東京メトロ・東武東上線","https://www.geigeki.jp/",""
"東京都","豊島区","音楽大学オーケストラ･
フェスティバル","","","首都圏の音楽大学及びミューザ川崎シンフォニーホールと連携した共同企画です。11月、12月公演では、各大学のオーケストラが出演、2024年3月の公演では、各大学の選抜メンバーによる合同オーケストラを結成し、演奏会を実施します。
　出演：東京音楽大学＆東京藝術大学、東邦音楽大学＆国立音楽大学、シルヴァン･カンブルラン(指揮)、音楽大学フェスティバル･オーケストラ(管弦楽)
　会場：コンサートホール","東京芸術劇場","東京都豊島区西池袋1-8-1","35.73007","139.7080697","JR線・東京メトロ・東武東上線","https://www.geigeki.jp/",""
"東京都","豊島区","リサイタルシリーズ
(全2公演) ","","","世界を舞台に活躍する著名アーティストのリサイタル及び小編成の公演シリーズ。2021年度より｢VS｣と題し、ピアノ･デュオによる競演/共演をテーマにしたシリーズを実施しています。
　
　会場：コンサートホール　　　　　　　　　　　　　　　　　　","東京芸術劇場","東京都豊島区西池袋1-8-1","35.73007","139.7080697","JR線・東京メトロ・東武東上線","https://www.geigeki.jp/",""
"東京都","豊島区","マエストロシリーズ
井上道義＆
読売日本交響楽団","2023-11-18","2023-11-18","本シリーズでマーラー声楽付き交響曲を披露してきた鬼才：井上道義による待望の第2番「復活」。大編成に相応しい音響を誇るコンサートホールならではの期待の公演です。
　曲目：マーラー／交響曲第2番 ハ短調 ｢復活｣
　出演：井上道義(指揮)、橋絵理(ソプラノ)、 池田香織(アルト)、新国立劇場合唱団(合唱)、読売日本交響楽団(管弦楽)
　会場：コンサートホール","東京芸術劇場","東京都豊島区西池袋1-8-1","35.73007","139.7080697","JR線・東京メトロ・東武東上線","https://www.geigeki.jp/",""
"東京都","豊島区","シアターオペラ vol.17 
ヨハン･シュトラウスⅡ世／喜歌劇『こうもり』(新演出)　","2023-11-25","2023-11-25","コンサートホールの特徴を最大限に活かしたシアターオペラ･シリーズの第17回目の企画です。演出に野村萬斎を迎えて上演します。

　曲目：J.シュトラウスⅡ世／喜歌劇『こうもり』
　出演：阪哲朗(指揮)、野村萬斎(演出)　、 ザ･オペラ･バンド(管弦楽) ほか
　会場：コンサートホール","東京芸術劇場","東京都豊島区西池袋1-8-1","35.73007","139.7080697","JR線・東京メトロ・東武東上線","https://www.geigeki.jp/",""
"東京都","豊島区","コンサートオペラ vol.9
オッフェンバック／
喜歌劇『美しきエレーヌ』","2024-02-17","2024-02-17","名作『こうもり』が生まれるきっかけとなった、オッフェンバックの『美しきエレーヌ』をプロの芸術文化団体として国内で初めて上演します。

　出演：辻博之、ザ･オペラ･バンド(管弦楽)
　会場：コンサートホール","東京芸術劇場","東京都豊島区西池袋1-8-1","35.73007","139.7080697","JR線・東京メトロ・東武東上線","https://www.geigeki.jp/",""
"東京都","豊島区","0才から聴こう?
&4才から聴こう?
春休みオーケストラコンサート","2024-03-20","2024-03-20","子供と一緒に音楽を楽しめる演奏会企画。0才児からと4才児から鑑賞できる演奏会をそれぞれ1公演ずつ実施します。日頃、演奏会に行く機会の少ない子育て世代ファミリー向けに演奏曲目も工夫されたオーケストラ公演です。　　　　　　　　　　　　　　　　　　　　 

　出演：読売日本交響楽団(管弦楽) ほか
　会場：コンサートホール　　　　　　　　　　　　　　　　　　　　　　　","東京芸術劇場","東京都豊島区西池袋1-8-1","35.73007","139.7080697","JR線・東京メトロ・東武東上線","https://www.geigeki.jp/",""
"東京都","豊島区","オルガン･ア･ラ･カルト
(リサイタル･ナイト･
ランチ･講座)","","","世界で唯一の回転するパイプオルガンを持つ東京芸術劇場ならではの事業。オルガン･コンサートを低廉な価格でお楽しみいただけます。また、聴くだけではなく学びたい方を対象にした講座も開講します。
　リサイタル･パイプオルガンコンサート(年間1回)
　ナイトタイム･パイプオルガンコンサート(年間4回)
　ランチタイム･パイプオルガンコンサート(年間4回)
　パイプオルガン講座(年間3回)
　会場：コンサートホール","東京芸術劇場","東京都豊島区西池袋1-8-1","35.73007","139.7080697","JR線・東京メトロ・東武東上線","https://www.geigeki.jp/",""
"東京都","豊島区","芸劇オーケストラ･
アカデミー･フォー･ウインド","","","プロを目指す若手演奏家を対象とした｢アカデミー｣として、年間を通して演奏技術の鍛錬や演奏会、セミナーなどの実践的活動を行います。

　会場：リハーサルルーム　シアターイースト ほか","東京芸術劇場","東京都豊島区西池袋1-8-1","35.73007","139.7080697","JR線・東京メトロ・東武東上線","https://www.geigeki.jp/",""
"東京都","豊島区","芸劇×読響
ジュニア･アンサンブル･
アカデミー","","","演奏経験のある小･中･高校生を対象とした、読売日本交響楽団のメンバーが演奏指導にあたるクリニック･ワークショップです。読売日本交響楽団のメンバーと共に成果発表も予定しています。
　
　会場：リハーサルルーム ほか","東京芸術劇場","東京都豊島区西池袋1-8-1","35.73007","139.7080697","JR線・東京メトロ・東武東上線","https://www.geigeki.jp/",""
"東京都","豊島区","読響　土曜／日曜
マチネ－シリーズ
(共催事業)","","","日本を代表するトップ･オーケストラのひとつ、読売日本交響楽団との事業提携に基づき、土日の午後に開催するコンサート･シリーズです。

　会場：コンサートホール","東京芸術劇場","東京都豊島区西池袋1-8-1","35.73007","139.7080697","JR線・東京メトロ・東武東上線","https://www.geigeki.jp/",""
"東京都","豊島区","コンサートホール
活性化事業
(提携事業)","","","午前中に開催する人気企画｢ブランチコンサート･シリーズ｣や、ヴァイオリニスト前橋汀子による｢デイライト･コンサート｣など、一流の演奏家による演奏会をお手軽にお楽しみいただけるコンサートを通年事業として展開します。

　会場：コンサートホール","東京芸術劇場","東京都豊島区西池袋1-8-1","35.73007","139.7080697","JR線・東京メトロ・東武東上線","https://www.geigeki.jp/",""
"東京都","豊島区","若手育成　
芸劇eyes
eyes plus","","","「芸劇が注目する才能たち、」と銘打ち、活動が注目される若手劇団と提携する「芸劇eyes」シリーズ、そしてeyes参加劇団が次の新たなステップとして「いつもと違うをプラスする。」挑戦を行う「eyes plus」シリーズで、若手団体の活動を応援します。2023年度は、芸劇eyes「劇団た組」「ピンク・リバティ」「ほろびて」、eyes plus「ゆうめい」「タカハ劇団」が登場です。
 
　会場：シアターイースト","東京芸術劇場","東京都豊島区西池袋1-8-1","35.73007","139.7080697","JR線・東京メトロ・東武東上線","https://www.geigeki.jp/",""
"東京都","豊島区","TACT FESTIVAL 2023
","","","子供と大人が共に楽しめるフェスティバルとして、毎年春に開催しています。コスチュームデザイナーのひびのこづえがダンサーたちとカラフルな世界を展開。さらに、ファミリー寄席、音楽劇やまちなかライブなど、彩り豊かなフェスティバルです。
　
　会場：シアターイースト、シアターウエスト、ロワー広場 ほか","東京芸術劇場","東京都豊島区西池袋1-8-1","35.73007","139.7080697","JR線・東京メトロ・東武東上線","https://www.geigeki.jp/",""
"東京都","豊島区","若手提携公演","","","人気・実力ともに兼ね備え、日本の演劇界を牽引する若手・中堅劇団と提携公演を行います。2023年度は、ハイバイ、アンカル、ニ兎社（ワークショップ公演）、JACROW、パラドックス定数が登場します。

　会場：シアターイースト、シアターウエスト","東京芸術劇場","東京都豊島区西池袋1-8-1","35.73007","139.7080697","JR線・東京メトロ・東武東上線","https://www.geigeki.jp/",""
"東京都","豊島区","ＮＯＤＡ・ＭＡＰ主催 
東京芸術劇場共催公演（作品未定）","","","日本演劇界を代表する劇作家・演出家であり、東京芸術劇場芸術監督でもある野田秀樹作・演出・出演のスケールの大きな演劇公演を上演します。

　会場：プレイハウス","東京芸術劇場","東京都豊島区西池袋1-8-1","35.73007","139.7080697","JR線・東京メトロ・東武東上線","https://www.geigeki.jp/",""
"東京都","豊島区","エブリ・ブリリアント・シング","","","2020年に体験型演劇スタイルで高評価を得た一人芝居の再演。佐藤隆太の確かな演技力で、生きづらさを抱える人達への温かいメッセージを響かせます。

　会場：シアターイースト","東京芸術劇場","東京都豊島区西池袋1-8-1","35.73007","139.7080697","JR線・東京メトロ・東武東上線","https://www.geigeki.jp/",""
"東京都","豊島区","芸劇dance
KARAS主催
東京芸術劇場共催公演","","","日本を代表するダンサー・振付家の勅使川原三郎が、国際的に活躍するアーティストやダンサー、音楽家などとコラボレーションする新作公演を上演します。　

　会場：プレイハウス","東京芸術劇場","東京都豊島区西池袋1-8-1","35.73007","139.7080697","JR線・東京メトロ・東武東上線","https://www.geigeki.jp/",""
"東京都","豊島区","東京芸術祭
芸劇オータムセレクション
木ノ下歌舞伎
「勧進帳」
","","","2010年に初演、2016年に完全リクリエーション版が上演され、その後パリ公演も行った木ノ下歌舞伎版「勧進帳」をオリジナルキャストで再演します。現代演劇の手法で古典の可能性を探る木ノ下歌舞伎主宰の木ノ下裕一（監修・補綴）と、歌舞伎から西洋古典劇、現代演劇まで幅広く手掛ける杉原邦生（演出・美術）。年々活躍の場を広げ続ける二人による作品を上演し、その才能を後押しします。

　会場：シアターイースト","東京芸術劇場","東京都豊島区西池袋1-8-1","35.73007","139.7080697","JR線・東京メトロ・東武東上線","https://www.geigeki.jp/",""
"東京都","豊島区","
謝珠栄演出
「天翔ける風に」
","","","野田秀樹芸術監督の代表作のひとつ「贋作・罪と罰」を原案とし、2009年の東京芸術劇場リニューアル直前に上演されたミュージカルを、2023年版として新たに上演します。幅広い観客層に向けた、親しみやすく上質な作品提供を目指します。

　会場：プレイハウス","東京芸術劇場","東京都豊島区西池袋1-8-1","35.73007","139.7080697","JR線・東京メトロ・東武東上線","https://www.geigeki.jp/",""
"東京都","豊島区","東京芸術祭
芸劇オータムセレクション
太陽劇団
「金夢島 L’?LE D’OR　Kanemu-Jima」
","","","20世紀から今世紀にかけて現代演劇の最前線を行くフランスの太陽劇団、22年ぶりの来日公演です。劇団主宰のアリアーヌ・ムヌーシュキンが、日本文化へのオマージュと共に現代の社会状況を鋭く洞察する新作を2021年に発表、本国でも話題となりました。コロナ禍を越える「演劇の力」を、世代を越えて力強く訴えます。

　会場：プレイハウス","東京芸術劇場","東京都豊島区西池袋1-8-1","35.73007","139.7080697","JR線・東京メトロ・東武東上線","https://www.geigeki.jp/",""
"東京都","豊島区","ホリプロ主催
東京芸術劇場共催公演
「ねじまき鳥クロニクル」
","","","インバル・ピントをはじめとしたトップクリエーターが結集し、芝居、ダンス、音楽のジャンルを融合させ、村上春樹の原作を独創的な空間として舞台化した2020年の話題作が待望の再演です。

　会場：プレイハウス","東京芸術劇場","東京都豊島区西池袋1-8-1","35.73007","139.7080697","JR線・東京メトロ・東武東上線","https://www.geigeki.jp/",""
"東京都","豊島区","地方公共劇場主催
東京芸術劇場共催公演","","","地方連携ネットワークとして、地方公共劇場発信事業の東京公演を実施し、全国の舞台芸術基盤の底上げを図ります。2023年度は、北九州芸術劇場、穂の国とよはし芸術劇場プラット、彩の国さいたま芸術劇場と共催します。　

　会場：シアターイースト　　　                                   　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　                                                         　　　　　　　　　　　　　　　　　   　　　　　　                 　　　　　　　　　　　　　　　　　　　　　　　　　             ","東京芸術劇場","東京都豊島区西池袋1-8-1","35.73007","139.7080697","JR線・東京メトロ・東武東上線","https://www.geigeki.jp/",""
"東京都","豊島区","東京演劇道場生
出演公演","","","野田秀樹芸術監督率いる「東京演劇道場」は、2020年に、野田の傑作「赤鬼」を4チームによる競演で上演し、それぞれの個性を発揮した演技が注目を集めました。2022年には演出に柴幸男を迎え「わが町」を上演。今回は、東京演劇道場として、第三弾の公演です。

　会場：シアターイースト","東京芸術劇場","東京都豊島区西池袋1-8-1","35.73007","139.7080697","JR線・東京メトロ・東武東上線","https://www.geigeki.jp/",""
"東京都","豊島区","芸劇dance
若手提携","","","2022年に芸劇dance提携公演で「ヘッダ・ガーブレル」を上演し、話題を呼んだダンサー・振付家の三東瑠璃のカンパニーが新作を上演。ほかにも注目を集める実力派のダンス・カンパニーと提携します。

　会場：シアターイースト","東京芸術劇場","東京都豊島区西池袋1-8-1","35.73007","139.7080697","JR線・東京メトロ・東武東上線","https://www.geigeki.jp/",""
"東京都","豊島区","二兎社主催
東京芸術劇場共催
「パートタイマー・秋子」","","","2003年に永井愛が劇団青年座に書き下ろし、再演を重ねた人気作品が東京芸術劇場に初登場します。主宰の永井愛自身が演出を手がけ、二兎社公演として装いも新たに生まれ変わります。

　会場：シアターウエスト","東京芸術劇場","東京都豊島区西池袋1-8-1","35.73007","139.7080697","JR線・東京メトロ・東武東上線","https://www.geigeki.jp/",""
"東京都","豊島区","熊林弘高演出
「インヘリタンス」","","","これまで5度にわたり東京芸術劇場と協働してきた演出家の熊林弘高を引き続き起用し、世界的に注目を集めた最新戯曲、上演時間7時間の大作に挑戦します。

　会場：プレイハウス","東京芸術劇場","東京都豊島区西池袋1-8-1","35.73007","139.7080697","JR線・東京メトロ・東武東上線","https://www.geigeki.jp/",""
